miejscowosc_id;kod_stacji;kod_miedzynarodowy;nazwa_stacji;stary_kod_stacji;data_uruchomienia;data_zamkniecia;typ_stacji;typ_obszaru;rodzaj_stacji;adres;uwagi;wgs84_fi_n;wgs84_lambda_e
80954;SkPincz1MajaMOB;PL0813A;Pińczów, ul. 1 Maja;;2022-01-01;2022-12-31;tło;miejski;mobilna;ul. 1 Maja 5a;;50.520558;20.521821
82462;SkPolaRuszcz;PL0565A;Połaniec, ul. Ruszczańska;SkPolanRuszcz;2012-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Ruszczańska 23;;50.429014;21.277367
82551;SkSandomMac;PL0440A;WSSE Sandomierz ul. Maciejowskiego;;2000-01-03;2009-12-31;tło;miejski;w budynku;ul. Maciejowskiego 17;;50.685;21.729167
82551;SkSandZielnaMOB;PL0795A;Sandomierz, MOBILNA;;2021-01-01;2021-12-31;tło;miejski;mobilna;ul. Zielna 7;;50.686423;21.7291
79884;SkSkarz1MajaMOB;PL0844A;Skarżysko-Kamienna, ul. 1 Maja;;2024-01-04;;tło;miejski;mobilna;ul. 1 Maja 82;;51.115842;20.891593
79884;SkSkarZielnaMOB;PL0731A;Skarżysko-Kamienna, MOBILNA;;2019-01-01;2019-12-31;tło;miejski;mobilna;ul. Zielna 27;;51.1211;20.880631
79884;SkSkarzSlow;PL0441A;WSSE Skarżysko-Kamienna ul. Słowackiego;;1994-01-03;2009-12-31;tło;miejski;w budynku;ul. Słowackiego 25;;51.114444;20.866111
79144;SkSolecZdroj;PL0680A;Solec-Zdrój;SkSolecZdrojMOB;2017-01-01;;tło;podmiejski;wolnostojący pobornik pyłu;;;50.358659;20.886184
79928;SkStaracMur;PL0442A;WSSE Starachowice ul. Murarska;;1994-01-03;2009-12-31;tło;miejski;w budynku;ul. Murarska 14;;51.050517;21.092158
79928;SkStaracZlota;;WIOŚ Starachowice, ul. Złota;;2004-12-14;2007-12-31;tło;miejski;w budynku;ul. Złota 6;;51.05048;21.084699
79928;SkStaraZlota;PL0566A;Starachowice, ul. Złota;SkStaracZlota2;2012-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Złota;;51.050611;21.084175
85029;SkSwietKrzyz;PL0443A;Stacja ZMŚP UJK w Kielcach;SkSwKrzyzZM;2003-01-01;2021-01-01;tło;pozamiejski;kontenerowa stacjonarna;;;50.86225;21.053006
80552;SkTrzciOsiek;PL0288A;Trzcianka;SkPolanTrzc;1997-01-01;2016-09-09;tło;pozamiejski;wolnostojący pobornik pyłu;Trzcianka 7;;50.486298;21.394103
81025;SkWloszKilinMOB;PL0829A;Włoszczowa, ul. Kilińskiego;;2023-01-01;2023-12-28;tło;miejski;mobilna;ul. Kilińskiego;;50.850321;19.97199
77612;SlBedziBedz_kosci;;Będzin_kosci-WSSE;;1992-01-01;2004-12-31;tło;miejski;kontenerowa stacjonarna;ul. Kościuszki 58;;-999.0;-999.0
76497;SlBielbBiel_broni;;BielskoB_broniew-WSSE;;1992-01-01;2007-12-31;tło;miejski;kontenerowa stacjonarna;ul. Broniewskiego 21;;-999.0;-999.0
76497;SlBielbBiel_langi;;BielskoB_langiew-WIOŚ;;1992-01-01;2004-06-30;tło;miejski;kontenerowa stacjonarna;ul. Langiewicza 28;;-999.0;-999.0
76497;SlBielKossak;PL0234A;Bielsko-Biała, ul. Kossak-Szczuckiej;SlBielbBiel_kossa;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Kossak-Szczuckiej 19;;49.813464;19.027318
76497;SlBielPartyz;PL0705A;Bielsko-Biała, ul.Partyzantów;;2018-01-01;;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Partyzantów;;49.802075;19.04861
76497;SlBielSterni;PL0499A;Bielsko-Biała, ul. Sternicza;SlBielbBiel_stern;2009-12-30;;tło;miejski;kontenerowa stacjonarna;ul. Sternicza 4;;49.806389;19.023194
75818;SlBytomByto_modrz;PL0020A;Bytom_modrz-WIOŚ;;1994-01-01;2010-12-31;tło;miejski;kontenerowa stacjonarna;ul. Modrzewskiego 5;;50.333333;18.896111
75818;SlBytomByto_parko;;Bytom_park-WSSE;;1992-01-01;2007-12-31;tło;miejski;BRAK DANYCH;ul. Parkowa 2;;-999.0;-999.0
75882;SlChorzChor_bator;PL0235A;Chorzów_batory-WIOŚ;;2005-01-01;2010-12-31;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Trasa A4 Dz.Batory;;50.254167;18.936944
76659;SlCiesChopin;PL0796A;Cieszyn, ul. Chopina;;2020-12-01;;tło;miejski;kontenerowa stacjonarna;ul. Chopina 37;;49.755989;18.634075
76659;SlCiesMickie;PL0236A;Cieszyn, ul. Mickiewicza 13;SlCieszCies_13mic;2005-01-01;2019-12-31;tło;miejski;kontenerowa stacjonarna;ul. Mickiewicza 13;;49.738136;18.639069
76659;SlCieszCies_dojaz;PL0289A;Cieszyn-dojazdowa-WSSE;;2005-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Dojazdowa 2;;49.751667;18.6275
76659;SlCieszCies_rynek;;Cieszyn_rynek-WSSE;;1992-01-01;2004-03-31;tło;miejski;kontenerowa stacjonarna;ul. Górny Rynek 6;;-999.0;-999.0
78185;SlCzerKopaln;PL0597A;Czerwionka-Leszczyny, ul. Kopalniana;;2013-12-22;;tło;miejski;kontenerowa stacjonarna;ul. Kopalniana;;50.16385;18.659977
77853;SlCzestCzes_arkra;PL0174A;Częstochowa_ak - WIOŚ;;1992-01-01;2009-12-31;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Armii Krajowej 2;;50.817778;19.1175
77853;SlCzestCzes_biega;;Częstochowa_biegan-WSSE;;1992-01-01;2004-04-30;tło;miejski;kontenerowa stacjonarna;ul. Biegańskiego 45;;-999.0;-999.0
77853;SlCzestCzes_boyaz;;Częstochowa_boya-WSSE;;1992-01-01;2007-12-31;tło;miejski;kontenerowa stacjonarna;ul. Boya Żeleńskiego 4a;;-999.0;-999.0
77853;SlCzestCzes_rzasa;;Częstochowa_rząsawska-WIOŚ;;2005-01-01;2005-12-31;tło;miejski;kontenerowa stacjonarna;ul. Rząsawska 24/28;;-999.0;-999.0
77853;SlCzestoArmK;PL0526A;Częstochowa, ul. AK/Jana Pawła II;SlCzestCzes_arkr1;2010-01-01;;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Armii Krajowej 2;;50.817217;19.118997
77853;SlCzestoBacz;PL0184A;Częstochowa, ul. Baczyńskiego;SlCzestCzes_baczy;1992-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Baczyńskiego 2;;50.836389;19.130111
77853;SlCzestoZana;PL0498A;Częstochowa, ul. Zana;SlCzestCzes_zana6;2010-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Zana 6;;50.801918;19.106961
77840;SlDabroDabr_legio;;DąbrGór_leg-WSSE;;1992-01-01;2003-12-31;tło;miejski;BRAK DANYCH;ul. Legionów Polskich 69;;-999.0;-999.0
77840;SlDabroDabr_ziolo;;DąbGór_zioł-WIOŚ;;1992-01-01;2004-12-31;tło;miejski;kontenerowa stacjonarna;ul. Ziołowa (Okradzionów);;-999.0;-999.0
77840;SlDabroTysia;PL0237A;Dąbrowa Górnicza, ul. Tysiąclecia;SlDabroDabr_1000L, SlDabro1000L;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Tysiąclecia 25 a;;50.329111;19.231222
75504;SlGliwicMewy;PL0238A;Gliwice, ul. Mewy;SlGliwiGliw_mewy;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Mewy 34;;50.279481;18.655736
75504;SlGliwiGliw_kujaw;;Gliwice_kujaw-WIOŚ/WSSE;;1992-01-01;2004-09-30;tło;miejski;kontenerowa stacjonarna;ul. Kujawska;;-999.0;-999.0
76945;SlGoczaUzdroMOB;PL0742A;Goczałkowice Zdrój, ul. Parkowa;;2019-04-22;;tło;podmiejski;mobilna;ul. Parkowa;;49.93785;18.975594
77575;SlGodGliniki;PL0527A;Godów, ul. Gliniki;SlGodowWodz_wodzi;2009-09-07;;tło;pozamiejski;kontenerowa stacjonarna;ul. Gliniki;;49.921875;18.471278
76412;SlJastrJast_harce;PL0444A;Jastrzębie_harcer-WSSE;;1992-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Harcerska 14b;;49.952222;18.610278
76412;SlJastrZdroj;PL0773A;Jastrzębie-Zdrój, Al.J.Piłsudskiego/Harcerska;;2022-03-28;;komunikacyjna;miejski;kontenerowa stacjonarna;al. Józefa Piłsudskiego/Harcerska 3;;49.952544;18.607953
77138;SlJaworJawo_poczt;PL0445A;Jaworzno_pocztowa-WSSE;;2005-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Pocztowa 7;;50.202222;19.277222
77474;SlKatoKossut;PL0008A;Katowice, ul. Kossutha;SlKatowKato_kossu;1992-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Kossutha 6;;50.264611;18.975028
77474;SlKatoPlebA4;PL0567A;Katowice, ul. Plebiscytowa/A4;SlKatowKato_aleja;2011-01-01;2024-12-31;komunikacyjna;miejski;kontenerowa stacjonarna;al. Górnośląska;;50.246795;19.019469
77474;SlKatowKato_racib;PL0022A;Katowice_raciborska-WSSE;;2005-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Raciborska 39;;50.255278;19.004167
77474;SlKatowKato_weste;;Katowice_wester-WSSE;;1992-01-01;2007-12-31;tło;miejski;BRAK DANYCH;ul. Obrońców Westerplatte 51;;-999.0;-999.0
76629;SlKlobuKlob_zamko;;Kłobuck_zamkowa-WSSE;;1992-01-01;2003-09-30;tło;miejski;kontenerowa stacjonarna;ul. Zamkowa 12;;-999.0;-999.0
76075;SlKnurJedNar;PL0483A;Knurów, ul. Jedności Narodowej;SlKnuroKnu1_gliwi;2009-04-29;;tło;miejski;kontenerowa stacjonarna;ul. Jedności Narodowej 5;;50.233167;18.655722
78503;SlKuzniGliw_wiejs;;Kuźnia Nieb_gliwic-WIOŚ;;1992-01-01;2004-12-31;tło;pozamiejski;kontenerowa stacjonarna;ul. Wiejska 12;"Wybrano miejscowość SIMC: Kuźnia Nieborowska (0219000). Podstawa korekty: brak współrzędnych; nazwa GIOŚ KUŹNIA NIEBOROWICKA bardzo podobna do SIMC Kuźnia Nieborowska. Dodatkowe uwagi: literówka/stara nazwa możliwa; wymaga akceptacji.";-999.0;-999.0
76126;SlLubliLubl_dworc;;Lubliniec_dworcowa-WSSE;;1992-01-01;2003-09-30;tło;miejski;kontenerowa stacjonarna;ul. Dworcowa 17;;-999.0;-999.0
76126;SlLublPiasko;PL0290A;Lubliniec, ul. Piaskowa;SlLubliLubl_piask;2005-01-01;2018-12-31;tło;miejski;kontenerowa stacjonarna;ul. Piaskowa 56;;50.658357;18.69622
76126;SlLublSzymal;PL0707A;Lubliniec, ul. ks. Szymały;;2018-09-01;;tło;miejski;kontenerowa stacjonarna;ul. Ks. Płk. Jana Szymały 3;;50.675693;18.682065
75415;SlMiastMias_norwi;PL0447A;Miasteczko ŚL._norwida-WSSE;;2005-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Norwida;;50.489722;18.918333
75415;SlMiastMias_wycis;;Miasteczko Śl_wycislika-WSSE;;1992-01-01;2004-12-31;tło;miejski;kontenerowa stacjonarna;ul. Wyciślika 52;;-999.0;-999.0
75415;SlMiastMias_zygli;;Miasteczko Śl._Zyglinek-WSSE;;2005-01-01;2006-12-31;tło;miejski;kontenerowa stacjonarna;ul. Żyglinek;;-999.0;-999.0
74828;SlMyszkMysz_straz;;Myszków_strazacka-WSSE;;1992-01-01;2003-09-30;tło;miejski;kontenerowa stacjonarna;ul. Strażacka 45;;-999.0;-999.0
74828;SlMyszMiedzi;PL0484A;Myszków, ul. Miedziana;SlMyszkMysz_myszk;2008-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Miedziana 3;;50.579733;19.3267
75939;SlPiekaPiek_darwi;;PiekaryŚl-darw-WIOŚ;;1992-01-01;2004-12-31;tło;miejski;kontenerowa stacjonarna;ul. Darwina;;-999.0;-999.0
75939;SlPiekaPiek_party;;PiekaryŚl_part-WSSE;;1992-01-01;2006-12-31;tło;miejski;BRAK DANYCH;ul. Partyzantów;;-999.0;-999.0
77801;SlPszczBator;PL0814A;Pszczyna, ul. Batorego;;2024-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Stefana Batorego 24;;49.975772;18.947686
77801;SlPszczBoged;PL0528A;Pszczyna, ul. Bogedaina;SlPszczPszc_boged;2009-12-30;2023-12-31;tło;miejski;kontenerowa stacjonarna;ul. Bogedaina;;49.972177;18.947218
75849;SlRaciborzWPMOB;PL0759A;Racibórz, Wojska Polskiego;;2019-06-01;;tło;miejski;mobilna;ul. Wojska Polskiego 8;;50.091142;18.216261
74675;SlRacibRaci_boruc;;Racibórz_borucin-WSSE;;2005-01-01;2007-12-31;tło;miejski;kontenerowa stacjonarna;St.Uzd.Wody;;-999.0;-999.0
75849;SlRacibRaci_studz;PL0291A;Racibórz_studzienna-WIOŚ;;2005-01-01;2010-12-31;tło;miejski;kontenerowa stacjonarna;ul. Studzienna St. IMGW;;50.060833;18.191111
75849;SlRacibRaci_towar;;Racibórz_towarzy-WSSE;;1992-01-01;2004-12-31;tło;miejski;kontenerowa stacjonarna;"ul. Tow.Gimnastycznego""Sokół""";;-999.0;-999.0
78319;SlRudasRuda_1maja;;RudaŚl_1maja_WIOŚ;;1992-01-01;2013-12-31;tło;miejski;BRAK DANYCH;ul. 1 Maja 318;;50.271944;18.863056
75511;SlRybniBorki;PL0239A;Rybnik, ul. Borki;SlRybniRybn_borki;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Borki 37 d;;50.111181;18.516139
75511;SlRybniRybn_janie;;Rybnik_janie-WSSE;;1992-01-01;2004-06-30;tło;miejski;kontenerowa stacjonarna;ul. Kpt. Janiego (Wawok);;-999.0;-999.0
75511;SlRybniRybn_szafr;PL0448A;Rybnik_szafr-WSSE;;1992-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Szafranka 7;;50.095556;18.5475
77772;SlSosnoLubel;PL0529A;Sosnowiec, ul. Lubelska;SlSosnoSosn_lubel;2010-04-01;;tło;miejski;kontenerowa stacjonarna;ul. Lubelska 51;;50.285956;19.184399
77772;SlSosnoSosn_narut;PL0041A;Sosnowiec_narut-WIOŚ/WSSE;;1992-01-01;2008-02-29;tło;miejski;kontenerowa stacjonarna;ul. Narutowicza;;50.273889;19.146956
76479;SlTarnoLitew;PL0530A;Tarnowskie Góry, ul. Litewska;SlTarnoTarn_litew;2010-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Litewska 6;;50.444736;18.829639
75921;SlTychyTolst;PL0240A;Tychy, ul. Tołstoja;SlTychyTych_tolst;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Tołstoja 1;;50.099903;18.990236
77617;SlUstroCies_sanat;PL0029A;Ustroń_sanat-WIOŚ;;1996-03-01;2009-12-31;tło;miejski;w budynku;ul. Sanatoryjna 1;;49.724722;18.825
77617;SlUstronSana;PL0568A;Ustroń, ul. Sanatoryjna;SlUstroCies_sana7;2012-01-01;;tło;podmiejski;kontenerowa stacjonarna;ul. Sanatoryjna 7;;49.719731;18.826722
75256;SlWodzGalczy;PL0241A;Wodzisław Śląski, ul. Gałczyńskiego;SlWodziWodz_galcz;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Gałczyńskiego 1;;50.007629;18.455548
75256;SlWodziWodz_bogum;PL0292A;Wodzisław_boguminska-WSSE;;1992-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Bogumińska 3;;50.000556;18.458333
75988;SlWojkoBedz_pader;;Wojkowice_pader-WIOŚ;;1992-01-01;2004-12-31;tło;miejski;kontenerowa stacjonarna;ul. Paderewskiego 88;;-999.0;-999.0
77935;SlZabrzZabr_3maja;;Zabrze_3maja-WSSE;;1992-01-01;2007-12-31;tło;miejski;BRAK DANYCH;ul. 3 Maja 64;;-999.0;-999.0
77935;SlZabrzZabr_wolno;;Zabrze_wolno-WIOS;;1992-01-01;2004-12-31;tło;miejski;kontenerowa stacjonarna;ul. Wolności;;-999.0;-999.0
77935;SlZabSkloCu2;PL0845A;Zabrze, ul. M. Skłodowskiej-Curie;SlZabSkloCu2;2024-01-01;;tło;miejski;kontenerowa stacjonarna;ul. M. Skłodowskiej-Curie 34;;50.317072;18.771258
77935;SlZabSkloCur;PL0242A;Zabrze, ul. M. Curie-Skłodowskiej;SlZabrzZabr_sklod;2001-01-01;2023-12-31;tło;miejski;kontenerowa stacjonarna;ul. M. Skłodowskiej-Curie 34;;50.3165;18.772375
75863;SlZawGalczyn;PL0746A;Zawiercie, ul. K.I.Gałczyńskiego;SlZawieZawi_zawie;2019-08-12;;tło;miejski;kontenerowa stacjonarna;ul. K.I.Gałczyńskiego 3;;50.493045;19.439012
75863;SlZawieZawi_listo;;Zawiercie-11listop-WSSE;;1992-01-01;2004-12-31;tło;miejski;kontenerowa stacjonarna;ul. 11 Listopada 15;;-999.0;-999.0
75863;SlZawieZawi_pilsu;;Zawiercie_piłsuds-WSSE;;1992-01-01;2007-12-31;tło;miejski;kontenerowa stacjonarna;ul. Piłsudskiego 47;;-999.0;-999.0
75863;SlZawSkloCur;PL0293A;Zawiercie, ul. M. Skłodowskiej-Curie 16;SlZawieZawi_zawie;2006-07-01;2018-12-31;tło;miejski;kontenerowa stacjonarna;ul. Skłodowskiej-Curie 16;;50.47954;19.43301
73595;SlZlotPotLes;PL0243A;Złoty Potok, Leśniczówka;SlZlotyJano_lesni;2005-01-01;;tło;pozamiejski;kontenerowa stacjonarna;Leśniczówka Kamienna Góra;;50.710889;19.458797
78599;SlZorymZory_wojsk;PL0449A;Żory_wojska-WSSE;;2005-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Wojska Polskiego 25;;50.045278;18.684444
78599;SlZorySikor2;PL0684A;Żory, Os. Gen. Władysława Sikorskiego;SlZorySikors;2017-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Sikorskiego 52;;50.029416;18.689527
78599;SlZorySikors;PL0489A;Żory, Os. Gen. Władysława Sikorskiego 52;SlZoryzZory_sikor;2008-08-19;2016-12-31;tło;miejski;kontenerowa stacjonarna;ul. Sikorskiego 52;;50.028681;18.691222
75905;SlZywieKoper;PL0294A;Żywiec, ul. Kopernika;SlZywieZywi_koper;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Kopernika 83 a;;49.671602;19.234446
75905;SlZywieSlowa;PL0450A;Żywiec, ul.Słowackiego 2;SlZywieZywi_slowa;2005-01-01;2014-12-31;tło;miejski;kontenerowa stacjonarna;ul. Słowackiego 2;;49.687897;19.205877
75905;SlZywieZywi_krasi;;Żywiec_krasin-WSSE;;1992-01-01;2004-03-31;tło;miejski;kontenerowa stacjonarna;ul. Krasińskiego 3;;-999.0;-999.0
90001;WmBartoWSSE_Boh_War;PL0451A;Bartoszyce-PSSE;;2003-01-03;2009-12-31;tło;miejski;w budynku;ul. Bohaterów Warszawy;;54.252222;20.810278
89303;WmBiskupMickMOB;PL0755A;WIOŚ Biskupiec-Mobilna;;2020-01-01;2021-12-31;tło;miejski;mobilna;ul. Mickiewicza 8;;53.860702;20.957892
89998;WmDzialdWSSE_Biedraw;PL0452A;Dzialdowo-PSSE;;2003-01-03;2009-12-31;tło;miejski;w budynku;pl. Biedrawy;;53.232778;20.177778
89998;WmDzialPolnaMOB;PL0846A;Działdowo, ul. Polna;;2024-01-03;2024-12-31;tło;miejski;mobilna;ul. Polna 11;;53.230042;20.168666
89096;WmElbBazynsk;PL0295A;Elbląg, ul. Bażyńskiego;WmElblagWIOS_Bazynsk;2005-06-15;;tło;miejski;kontenerowa stacjonarna;ul. Bażyńskiego 6;;54.167847;19.410942
89096;WmElblagWSSE_Hetma;PL0453A;Elblag - GSSE - Hetmanska;;2003-01-01;2009-12-31;tło;miejski;w budynku;ul. Hetmanska;;54.185278;19.405556
89096;WmElblagWSSE_Kalen;PL0454A;Elblag - GSSE - Kalenkiewicza;;2003-01-01;2009-12-31;tło;miejski;w budynku;ul. Kalenkiewicza;;54.154722;19.406944
89096;WmElblagWSSE_Krole;PL0455A;Elblag - GSSE - Królewiecka;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Królewiecka;;54.179167;19.430556
89096;WmElblagWSSE_Zajchow;PL0456A;Elblag - GSSE - Zajchowskiego;;2003-01-01;2009-12-31;tło;miejski;w budynku;ul. Zajchowskiego;;54.164722;19.415833
88757;WmElk_WSSE_Toru;PL0457A;Elk-PSSE-Torunska;;2003-01-03;2009-12-31;tło;miejski;w budynku;ul. Toruńska 6A/1;;53.831389;22.350278
88757;WmElkStadion;PL0681A;Ełk, ul. Piłsudskiego;;2017-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Piłsudskiego 27;;53.828389;22.348338
88757;WmElkWIOS_PM10;;Ełk - ul. Toruńska - WIOŚ PM10;;2005-03-01;2008-02-29;tło;miejski;w budynku;ul. Toruńska 8 A;;53.831389;22.350278
88485;WmGizyckWIOS_Wodoc;PL0485A;WIOŚ Giżycko ul.Wodociągowa;;2009-01-01;2009-12-31;tło;miejski;w budynku;ul. Wodociągowa;;54.0425;21.781389
88485;WmGizyckWSSE_Suwals;PL0458A;Gizycko-PSSE-Suwalska;;2003-01-03;2009-12-31;tło;miejski;w budynku;ul. Suwalska 3;;54.036389;21.786389
87610;WmGlitajn;PL0654A;WIOŚ Glitajny;;2015-04-07;2021-02-22;przemysłowa;podmiejski;wolnostojący pobornik pyłu;;;54.184728;21.152914
87344;WmGoldJacwie;PL0312A;Gołdap, ul. Jaćwieska;WmGoldapWIOS_Jacwies;2005-06-07;;tło;miejski;kontenerowa stacjonarna;ul. Jaćwieska 17;;54.305908;22.307681
87344;WmGoldUzdrowMOB;PL0750A;WIOŚ Gołdap-Uzdrowisko;;2019-01-01;2019-12-31;tło;miejski;mobilna;Promenada Zdrojowa 20;;54.328176;22.332173
90314;WmIlawAnders;PL0598A;Iława, ul.Andersa;WmIlawaAnd;2013-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Andersa 8a;;53.587873;19.564908
90314;WmIlawaWSSE_Anders;PL0459A;Ilawa-PSSE-Andersa;;2003-01-03;2009-12-31;tło;miejski;w budynku;ul. Andersa 8;;53.586944;19.583333
88109;WmKetrWojPolMOB;PL0830A;Kętrzyn, ul. Wojska Polskiego;;2023-01-01;2023-12-31;tło;miejski;mobilna;Wojska Polskiego 9;;54.081439;21.369823
88109;WmKetrzWSSE_Pilsud;PL0460A;Ketrzyn-PSSE-Piłsudskiego;;2003-01-03;2009-12-31;tło;miejski;w budynku;pl. Piłsudskiego;;54.078333;21.371944
89001;WmKorszeR;PL0655A;WIOŚ Korsze;;2014-09-04;2017-03-30;tło;miejski;wolnostojący pobornik pyłu;Reymonta 2;;54.170325;21.13505
88822;WmMragowWSSE_Krolew;;Mragowo-WSSE-Krolewiecka;;2003-01-03;2004-12-31;tło;miejski;w budynku;ul. Królewiecka 60b;;53.874444;21.303611
88822;WmMragParkow;PL0296A;WIOŚ Mrągowo ul. Parkowa;WmMragowWIOS_Parkowa;2005-08-01;2016-12-31;tło;miejski;kontenerowa stacjonarna;ul. Parkowa;;53.866133;21.296122
87681;WmNiTraugutt;PL0531A;Nidzica, ul.Traugutta;WmNidzicaWIOS_Traugut;2009-03-27;;tło;miejski;wolnostojący pobornik pyłu;ul. Traugutta;;53.361112;20.422046
89955;WmNMLDzialyn;PL0797A;Nowe Miasto Lubawskie, ul. Działyńskich;;2021-04-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Działyńskich 17;;53.426812;19.592335
88490;WmOlsPuszkin;PL0175A;Olsztyn, ul. Puszkina;WmOlsztyWIOS_Puszkin;2004-06-01;;tło;miejski;kontenerowa stacjonarna;ul. Puszkina 16;;53.789233;20.486075
88490;WmOlsztyWSSE_Niepodl;PL0461A;Olsztyn - WSSE - Niepodległości;;2003-01-01;2009-12-31;tło;miejski;w budynku;ul. Niepodległości;;53.770833;20.49
88490;WmOlsztyWSSE_Zolnier;PL0297A;Olsztyn - WSEE Żołnierska;;2003-01-01;2009-12-31;tło;miejski;w budynku;ul. Żołnierska;;53.770833;20.49
88710;WmOstrChrobr;PL0176A;WIOŚ Ostróda ul. Chrobrego;WmOstrodWIOS_Chrobre;2004-06-01;2016-12-31;tło;miejski;kontenerowa stacjonarna;ul. Chrobrego 3;;53.692469;19.969778
88710;WmOstrodWSSE_Czarnec;PL0462A;Ostroda-PSSE-Czarneckiego;;2003-01-03;2009-12-31;tło;miejski;w budynku;ul. Czarneckiego;;53.696111;19.963333
88710;WmOstrPilsud;PL0682A;Ostróda, ul. Piłsudskiego;;2017-01-01;;tło;miejski;kontenerowa stacjonarna;Piłsudskiego 4;;53.694587;19.969041
86234;WmPuszczaBor;PL0005R;Diabla Góra, Puszcza Borecka;WmPuszcz_IOS_Borecka;1994-01-01;;tło;pozamiejski;rozproszona;Diabla Góra;;54.124819;22.038056
89990;WmSzczPolskMOB;PL0834A;Szczytno, ul. Polska;;2022-01-01;2022-12-31;tło;miejski;mobilna;ul. Polska 38;;53.559723;21.001916
89990;WmSzczytWSSE_Sklodow;PL0463A;Szczytno-PSSE-Skłodowskiej;;2003-01-03;2009-12-31;tło;miejski;w budynku;ul. Curie Skłodowskiej;;53.565278;20.988889
92100;WpBoroDrapal;PL0573A;Borówiec, ul. Drapałka;WpWKP011/10;2011-01-01;;tło;pozamiejski;kontenerowa stacjonarna;ul. Drapałka 4;;52.27672;17.074187
93680;WpChodziez57196;;Chodzież ul. Reymonta 12;;2003-01-01;2004-12-31;tło;miejski;w budynku;ul. Reymonta 12;;-999.0;-999.0
92476;WpGniePaczko;PL0569A;Gniezno, ul. Paczkowskiego;WpGnieznoPM10/11;2011-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Paczkowskiego 13;;52.539283;17.612239
92476;WpGniezno63302;;Gniezno, ul. Jana Pawła II 2;;2003-01-01;2004-12-31;tło;miejski;w budynku;ul. Jana Pawła II 2;;-999.0;-999.0
92476;WpGnieznoPM10;PL0177A;Gniezno, ul Jana Pawła II 2PM10;;2004-04-01;2011-05-31;tło;miejski;BRAK DANYCH;ul. Jana Pawła II 2;;52.536111;17.605278
95469;WpGostyn41153;;Gostyń, ul. K. Marcinkowskiego 8/9;;2003-04-22;2004-12-31;tło;miejski;w budynku;ul. K. Marcinkowskiego 8/9;;-999.0;-999.0
94403;WpJarocin25218;;Jarocin, ul. Wąska 2;;2003-04-14;2004-12-31;tło;miejski;w budynku;ul. Wąska 2;;-999.0;-999.0
94109;WpKaliSawick;PL0503A;Kalisz, ul. Wyszyńskiego;WpWKPKalisz007/10;2010-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Wyszyńskiego;;51.74795;18.049063
94109;WpKalisz25001;;Kalisz, ul. Serbinowska 5;;2003-04-14;2004-12-31;tło;miejski;w budynku;ul. Serbinowska 5;;-999.0;-999.0
94109;WpKalisz25002;;Kalisz, ul. Nowy Świat 2a;;2003-04-14;2005-12-31;tło;miejski;w budynku;ul. Nowy Świat 2a;;-999.0;-999.0
94109;WpKaliszMajkow;PL0464A;Kalisz, ul. Tuwima 4;;2003-04-25;2009-12-31;tło;miejski;w budynku;ul. Tuwima 4;;51.775;18.080556
94109;WpKaliszPM10;PL0178A;Kalisz, ul. Nowy Świat 2aPM10;;2007-01-01;2009-12-31;tło;miejski;BRAK DANYCH;ul. Nowy Świat 2a;;51.757222;18.086667
94109;WpKaliszRynek251010;;Kalisz, Rynek Główny;;2003-04-25;2004-12-31;tło;miejski;w budynku;ul. Rynek Główny 20;;-999.0;-999.0
